id;name;link;specialization;films_years;description;path_to_folder
18890;Анджела Джонс;https://www.kinopoisk.ru/name/20453;Актриса;31, 1988 — 2021;Криминальное чтиво,Человек на Луне,Скорая помощь;actors_usa/18890
1314;Кэтрин Хайгл;https://www.kinopoisk.ru/name/10853;Актриса,Продюсер;123, 1992 — 2024;Голая правда,Жизнь, как она есть,Любовь приходит тихо,Загадай желание,Завет любви,Город пришельцев,Улица Светлячков,Сумеречная зона,Форс-мажоры,Анатомия страсти;actors_usa/1314
35626;Дик Дейл;https://www.kinopoisk.ru/name/83007;Актер,Композитор;23, 1960 — 2016;;actors_usa/35626
46656;Йен МакКуон;https://www.kinopoisk.ru/name/2563335;Актер,Продюсер,Художник;38, 2011 — 2023;Оборотень,И повсюду тлеют пожары,Люцифер,Скандал,Ради всего человечества;actors_usa/46656
54369;Ава Смит;https://www.kinopoisk.ru/name/3490174;Актриса;1, 2013 — 2013;;actors_usa/54369
50631;James Stellos;https://www.kinopoisk.ru/name/1216414;Актер;14, 1987 — 2014;Скорая помощь,Отчаянные домохозяйки,Касл,В Филадельфии всегда солнечно,Вперед, в прошлое!;actors_usa/50631
31980;Брия Майлс;https://www.kinopoisk.ru/name/4471234;Актриса;5, 2009 — 2019;;actors_usa/31980
16236;Митци Мэйфейр;https://www.kinopoisk.ru/name/358089;Актриса,Сценарист;7, 1930 — 1982;;actors_usa/16236
58351;Джеймс Руссо;https://www.kinopoisk.ru/name/14933;Актер,Продюсер,Режиссер,Сценарист;190, 1981 — 2024;Донни Браско,Почтальон,Домой дороги нет,Мой личный штат Айдахо,Однажды в Америке,Вегас,Чикаго в огне,Криминальная история,Новая Жанна Д`Арк,C.S.I. Место преступления;actors_usa/58351
3673;Мишель Клуни;https://www.kinopoisk.ru/name/28902;Актриса,Продюсер;56, 1991 — 2022;Подозрительные лица,Эротика,Близкие друзья,Доктор Хаус,Скорая помощь,Обмани меня,Менталист;actors_usa/3673
26713;Мэри-Джоан Негро;https://www.kinopoisk.ru/name/141721;Актриса;49, 1964 — 2012;Скорая помощь,Клиент всегда мертв,Фрейзер,Нас пятеро,Ремингтон Стил;actors_usa/26713
13672;Брэндон Рут;https://www.kinopoisk.ru/name/603468;Актер,Продюсер;92, 1998 — 2023;Невероятная любовь,Немыслимое,Скотт Пилигрим против всех,Избранный,Новичок,Девочки Гилмор,Чак,Флэш;actors_usa/13672
8677;Кармен Серано;https://www.kinopoisk.ru/name/6732;Актриса;23, 1999 — 2019;Во все тяжкие,Их перепутали в роддоме,В простом виде;actors_usa/8677
43027;Хейли Холлак;https://www.kinopoisk.ru/name/1545243;Актриса;1, 2008 — 2008;;actors_usa/43027
29316;Джонни Хартманн;https://www.kinopoisk.ru/name/1218864;Актер;2, 1972 — 1972;;actors_usa/29316
21380;Джаретт Армстронг;https://www.kinopoisk.ru/name/1077377;Актер;4, 2006 — 2023;Никогда не говори «Прощай»;actors_usa/21380
11208;Оз Перкинс;https://www.kinopoisk.ru/name/42411;Актер,Сценарист,Режиссер;29, 1983 — 2024;Звездный путь,Волк,Шпионка;actors_usa/11208
6094;Уэсли Снайпс;https://www.kinopoisk.ru/name/25895;Актер,Продюсер;128, 1970 — 2024;Вонг Фу, с благодарностью за всё! Джули Ньюмар,Разрушитель,Белые люди не умеют прыгать,Блэйд,Служители закона,Реальная история,Чем мы заняты в тени,Полиция Майами: Отдел нравов;actors_usa/6094
18896;Мисси Пайл;https://www.kinopoisk.ru/name/25494;Актриса,Продюсер;211, 1992 — 2023;Крупная рыба,Исчезнувшая,Артист,Лучше не бывает,Капитан Фантастик,Друзья,Анатомия страсти,Менталист,Арчер,Юристы Бостона;actors_usa/18896
39388;Кончата Феррелл;https://www.kinopoisk.ru/name/16029;Актриса;129, 1952 — 2020;Планета Ка-Пэкс,Эдвард руки-ножницы,Эрин Брокович,Настоящая любовь,Телесеть,Два с половиной человека,Трудные времена на планете Земля,Друзья,Скорая помощь,Кувалда;actors_usa/39388
24029;Амоц Плесснер;https://www.kinopoisk.ru/name/257089;Композитор;34, 1993 — 2022;Пока не разбудят нас голоса живых;actors_usa/24029
1320;Мэйсон Кук;https://www.kinopoisk.ru/name/1830186;Актер;39, 2001 — 2021;Университет монстров,Анатомия страсти,Отчаянные домохозяйки,Мыслить как преступник,Бывает и хуже,Гримм;actors_usa/1320
54372;Александр Агейт;https://www.kinopoisk.ru/name/483597;Актер;5, 2004 — 2008;Братья и сестры;actors_usa/54372
35631;Сэм Джонс III;https://www.kinopoisk.ru/name/45215;Актер;29, 1993 — 2018;Игра по чужим правилам,Тайны Смолвиля,Скорая помощь,Кости,Реальные пацаны,C.S.I. Место преступления;actors_usa/35631
46677;Сара Джонс;https://www.kinopoisk.ru/name/935167;Актриса;39, 1999 — 2024;Ради всего человечества,Вегас,Доктор Хаус,Сыны анархии,Правосудие;actors_usa/46677
50646;Джейсон Тия;https://www.kinopoisk.ru/name/1244063;Актер;4, 2003 — 2012;;actors_usa/50646
31983;Джо Мортон;https://www.kinopoisk.ru/name/523;Актер,Режиссер,Продюсер;177, 1951 — 2022;Перекрёсток,Скорость,Стрекоза,Терминатор 2: Судный день,Гангстер,Эврика,Скандал,Доктор Хаус,Джаз,Чёртова служба в госпитале Мэш;actors_usa/31983
16249;Джеймс Мэнголд;https://www.kinopoisk.ru/name/22261;Режиссер,Продюсер,Сценарист,Актер;50, 1986 — 2023;Ford против Ferrari,Оливер и компания,Прерванная жизнь,Поезд на Юму,Переступить черту,Люди в деревьях,Город на холме,Вегас,Диснейленд;actors_usa/16249
58369;Ричард Шифф;https://www.kinopoisk.ru/name/6482;Актер,Режиссер,Продюсер;187, 1982 — 2023;Семь,Рэй,Я — Сэм,Телохранитель,Скорость,Хороший доктор,Западное крыло,Футболисты,Красавцы,Скорая помощь;actors_usa/58369
26730;Ария Барейкис;https://www.kinopoisk.ru/name/27432;Актриса;38, 1968 — 2020;Вкус жизни,Саутленд,Анатомия страсти,Тюрьма «ОZ»,Булл,Власть в ночном городе;actors_usa/26730
13675;Дэниэл Робак;https://www.kinopoisk.ru/name/4603;Актер,Продюсер,Сценарист,Режиссер;265, 1977 — 2025;Пункт назначения,Вот я какой,Служители закона,Пропитанный отбеливателем,Беглец,Ходячие мертвецы: Вэб-эпизоды,Скорая помощь,Отчаянные домохозяйки,Месть без предела,Мыслить как преступник;actors_usa/13675
43037;Том Шэдьяк;https://www.kinopoisk.ru/name/32307;Продюсер,Режиссер,Актер,Сценарист;38, 1979 — 2018;Целитель Адамс,Эйс Вентура: Розыск домашних животных,Лжец, лжец,Брюс Всемогущий,Брайан Бэнкс,8 простых правил для друга моей дочери-подростка,Частный детектив Магнум;actors_usa/43037
29323;Тара Холт;https://www.kinopoisk.ru/name/1554256;Актриса;35, 2003 — 2023;Как я встретил вашу маму,Блудливая Калифорния,Морская полиция: Спецотдел,Хор,Американская история ужасов;actors_usa/29323
21400;Джон Слэттери;https://www.kinopoisk.ru/name/28734;Актер,Режиссер,Продюсер,Сценарист;125, 1975 — 2022;В центре внимания,Меняющие реальность,Грязные танцы 2: Гаванские ночи,Флаги наших отцов,Спящие,Безумцы,Миссис Америка,Любовь,Отчаянные домохозяйки,Секс в большом городе;actors_usa/21400
3674;Аннасофия Робб;https://www.kinopoisk.ru/name/476862;Актриса;65, 2001 — 2022;Мост в Терабитию,Есть мечты – будут и путешествия,Сёрфер души,Саманта: Каникулы американской девочки,Сумасшедшая любовь,Притворство,Дневники Кэрри,И повсюду тлеют пожары,Плохой доктор,Дрейк и Джош;actors_usa/3674
6103;Saul Kaiserman;https://www.kinopoisk.ru/name/1402392;Актер;1, 1995 — 1995;;actors_usa/6103
11221;Yellowcard;https://www.kinopoisk.ru/name/1235260;Актер;12, 2004 — 2014;;actors_usa/11221
8693;Джованни Рибизи;https://www.kinopoisk.ru/name/9942;Актер,Оператор,Продюсер,Режиссер,Сценарист;142, 1981 — 2031;Угнать за 60 секунд,База «Клейтон»,Другая сестра,Братья-соперники,Трудности перевода,Предложение,Подлый Пит,Друзья,Чудесные годы,Красавцы;actors_usa/8693
24034;Сьюзи Эймис;https://www.kinopoisk.ru/name/68457;Актриса,Продюсер;41, 1984 — 2024;Переломный момент,Дом там, где сердце,Титаник,Подозрительные лица,Фанданго,Полиция Майами: Отдел нравов;actors_usa/24034
1326;Брайс Дэвисон;https://www.kinopoisk.ru/name/1721194;;2;;actors_usa/1326
54378;Ронде Барбер;https://www.kinopoisk.ru/name/1237341;Актер;13, 2005 — 2010;Кости;actors_usa/54378
35657;Мелони Диас;https://www.kinopoisk.ru/name/35881;Актриса,Продюсер;49, 1990 — 2018;Станция «Фрутвейл»,Короли Догтауна,В поле зрения,Напарницы,Части тела,C.S.I.: Майами,Элементарно;actors_usa/35657
46681;Эдди Кохрэн;https://www.kinopoisk.ru/name/158427;Актер;8, 1956 — 1989;;actors_usa/46681
18902;Джейсон Кеннеди;https://www.kinopoisk.ru/name/1396785;Актер,Продюсер,Режиссер,Сценарист;8, 2004 — 2023;Отчаянные домохозяйки;actors_usa/18902
50650;Эрика Дашер;https://www.kinopoisk.ru/name/1962128;Актриса,Режиссер,Сценарист,Продюсер;20, 2000 — 2023;В стиле Джейн,C.S.I. Место преступления;actors_usa/50650
39395;Дэвид Эллефсон;https://www.kinopoisk.ru/name/296380;Актер,Композитор,Продюсер;46, 1987 — 2022;;actors_usa/39395
16266;Шайло Фернандес;https://www.kinopoisk.ru/name/973659;Актер,Продюсер,Сценарист;75, 1999 — 2024;Рыжий,Кадиллак Рекордс,Новичок,Сплетница,Закон и порядок. Специальный корпус,CSI: Место преступления Нью-Йорк,Иерихон;actors_usa/16266
58387;Кенан Томпсон;https://www.kinopoisk.ru/name/31924;Актер,Продюсер,Сценарист;181, 1991 — 2023;Третий акт,Гринч,Saturday Night Live,Кенан и Кел,Арчер,Ясновидец,Фелисити;actors_usa/58387
26731;Джеймс Гарнер;https://www.kinopoisk.ru/name/184;Актер,Продюсер,Режиссер;191, 1955 — 2021;Дневник памяти,Детский час,Мэверик,Гран-при,Виктор/Виктория,8 простых правил для друга моей дочери-подростка;actors_usa/26731
13694;Дэвид Раш;https://www.kinopoisk.ru/name/25740;Актер;136, 1951 — 2023;Коломбо: Закон Коломбо,Это старое чувство,Уикенд с батей,Манхэттен,Люди в черном 3,Кувалда,Убить скуку,Самозванец,Рубикон,Наследники;actors_usa/13694
29325;Мартин Ландау;https://www.kinopoisk.ru/name/9031;Актер,Продюсер;240, 1949 — 2022;Коломбо: Двойной удар,Мажестик,Помнить,Эд Вуд,Секретные материалы: Борьба за будущее,Иосиф Прекрасный: Наместник фараона,Миссия невыполнима,Сумеречная зона,Красавцы,Коломбо;actors_usa/29325
21405;Дэна Карви;https://www.kinopoisk.ru/name/7636;Актер,Сценарист,Продюсер;127, 1975 — 2023;Наперегонки с луной,Монстры на каникулах 2,Saturday Night Live,Журнал мод,Рик и Морти;actors_usa/21405
3692;Дэйн ДеХаан;https://www.kinopoisk.ru/name/1538746;Актер;51, 1999 — 2023;Metallica: Сквозь невозможное,Место под соснами,Оппенгеймер,Самый пьяный округ в мире,Балерина,НольНольНоль,Лестница,Пациенты,Закон и порядок. Специальный корпус,Настоящая кровь;actors_usa/3692
31985;Джесика Роуз;https://www.kinopoisk.ru/name/1208383;Актриса;17, 2007 — 2019;Университет;actors_usa/31985
43045;Гриффин Бойс;https://www.kinopoisk.ru/name/3122288;Продюсер,Композитор;2, 2012 — 2012;;actors_usa/43045
6107;Адер Тишлер;https://www.kinopoisk.ru/name/464809;Актриса;26, 1998 — 2010;Десятидюймовый герой,Доктор Хаус,Анатомия страсти,Мыслить как преступник,Герои,Зачарованные;actors_usa/6107
11227;Джейн Леви;https://www.kinopoisk.ru/name/2241319;Актриса;61, 2011 — 2023;Необыкновенный плейлист Зои,Касл-Рок,Пригород,Бесстыжие,Твин Пикс;actors_usa/11227
54383;Брэд Дэвис;https://www.kinopoisk.ru/name/116320;Актер;43, 1973 — 2023;Полуночный экспресс,Игрок,Сибил,Сумеречная зона,Альфред Хичкок представляет;actors_usa/54383
46692;Хелен Костелло;https://www.kinopoisk.ru/name/218485;Актриса;99, 1909 — 1942;;actors_usa/46692
1331;Майк Браун;https://www.kinopoisk.ru/name/1588704;Актер;5, 2014 — 2021;;actors_usa/1331
18910;Джусси Смоллетт;https://www.kinopoisk.ru/name/102046;Актер,Продюсер,Режиссер,Сценарист;49, 1989 — 2021;Маршалл,Могучие утята,Империя,Реванш,Проект Минди;actors_usa/18910
8696;Джон До;https://www.kinopoisk.ru/name/12847;Актер,Композитор;124, 1980 — 2023;Большие огненные шары,Джипси 83,Десятидюймовый герой,Сальвадор,Ночи в стиле буги,Скорая помощь,Холм одного дерева,Город пришельцев,Нас пятеро,Карнавал;actors_usa/8696
39408;Мэри МакКормак;https://www.kinopoisk.ru/name/2673;Актриса,Продюсер,Сценарист;97, 1990 — 2021;Планета Ка-Пэкс,1408,Части тела,Тайна Аляски,Чудо на 34-й улице,Хилы,В простом виде,Скорая помощь,Служба новостей,Западное крыло;actors_usa/39408
24048;Вирджиния Рэйпп;https://www.kinopoisk.ru/name/370849;Актриса;10, 1916 — 2007;;actors_usa/24048
50663;Дасти Митчелл;https://www.kinopoisk.ru/name/1541322;Актер,Режиссер,Продюсер,Монтажер,Сценарист,Оператор;19, 2007 — 2021;Дуайт в сияющих доспехах;actors_usa/50663
35673;Айк Баринхолц;https://www.kinopoisk.ru/name/239149;Актер,Сценарист,Продюсер,Режиссер;98, 1995 — 2024;Горе-творец,Невыносимая тяжесть огромного таланта,Проект Минди,Бруклин 9-9,Лига,Дурман,Умерь свой энтузиазм;actors_usa/35673
16272;Рейд Пребенда;https://www.kinopoisk.ru/name/3152451;Актер,Сценарист,Продюсер;14, 2013 — 2020;Поза,Двойка,Юная,Кэти Кин;actors_usa/16272
58394;Кевин Томс;https://www.kinopoisk.ru/name/3107;Актер;26, 1999 — 2024;Сильная женщина,Закон и порядок. Специальный корпус,C.S.I.: Майами,Скорпион,Сим-Бионик Титан,Звездные войны: Войны клонов;actors_usa/58394
13696;Джулианна Маргулис;https://www.kinopoisk.ru/name/9900;Актриса,Продюсер;129, 1969 — 2020;Эвелин,Сити-Айленд,Дорога в рай,Динозавр,Потерянная комната,Хорошая жена,Гитлер: Восхождение дьявола,Туманы Авалона,Сопрано;actors_usa/13696
26743;Брайан Химел;https://www.kinopoisk.ru/name/2375184;Актер;7, 2006 — 2021;;actors_usa/26743
21420;Джейк Джонсон;https://www.kinopoisk.ru/name/1089330;Актер,Продюсер,Сценарист,Режиссер;103, 2000 — 2025;Мачо и ботан,Человек-паук: Паутина вселенных,Человек-паук: Через вселенные,ЛЕГО Фильм,Новенькая,Кокетка,Конь БоДжек,Обмани меня,Отряд «Антитеррор»;actors_usa/21420
29334;Лайл Ловетт;https://www.kinopoisk.ru/name/23805;Актер,Композитор;76, 1983 — 2022;Страх и ненависть в Лас-Вегасе,Короткий монтаж,Игрок,Касл,Без ума от тебя,Жизнь в деталях,Голубая кровь;actors_usa/29334
43056;Дилип Рао;https://www.kinopoisk.ru/name/1234077;Актер;32, 1989 — 2029;Начало,Аватар,Аватар: Путь воды,Мистер Робот,Братья и сестры,Связь,Конмэн;actors_usa/43056
6114;Дэнни Трехо;https://www.kinopoisk.ru/name/9278;Актер,Продюсер;539, 1973 — 2024;Ягуар,Схватка,От заката до рассвета,Отчаянный,Воздушная тюрьма,Во все тяжкие,Королевские гонки РуПола,Американская семейка,Бруклин 9-9,Секретные материалы;actors_usa/6114
31991;Митч Пиледжи;https://www.kinopoisk.ru/name/6544;Актер;117, 1978 — 2022;Основной инстинкт,Секретные материалы: Борьба за будущее,Проблеск гениальности,Ровно в 3 часа,Секретные материалы,Новый день,Секретные материалы,Новичок,Сверхъестественное;actors_usa/31991
11228;Даниэла Руа;https://www.kinopoisk.ru/name/1388887;Актриса,Режиссер;38, 2001 — 2023;Морская полиция: Лос-Анджелес,Морская полиция: Спецотдел,Гавайи 5.0;actors_usa/11228
54393;Джейк Кристиан;https://www.kinopoisk.ru/name/1075197;Актер;11, 2002 — 2014;;actors_usa/54393
46695;Стерлинг Джеринс;https://www.kinopoisk.ru/name/2177676;Актриса;21, 2009 — 2021;Война миров Z,Заклятие,Патерсон,Заклятие 2,Развод,Булл,Дорогой доктор;actors_usa/46695
8712;Кристина Хендрикс;https://www.kinopoisk.ru/name/467896;Актриса,Продюсер;119, 1994 — 2023;Учитель на замену,Удар молнии,Жизнь, как она есть,Драйв,История игрушек 4,Светлячок,Безумцы,Жизнь как приговор,Хорошие девчонки,Скорая помощь;actors_usa/8712
3693;Тревор Морган;https://www.kinopoisk.ru/name/7416;Актер,Режиссер,Сценарист;55, 1989 — 2018;Шестое чувство,Жестокий ручей,Патриот,Эмпайр-Фоллс,Скорая помощь,Притворщик,Фишки. Деньги. Адвокаты,C.S.I.: Майами,Предчувствие;actors_usa/3693
1334;Крис Пайн;https://www.kinopoisk.ru/name/540921;Актер,Продюсер,Сценарист,Режиссер;146, 1994 — 2023;Звездный путь,Стартрек: Возмездие,Подземелья и драконы: Честь среди воров,Неуправляемый,Любой ценой,Скорая помощь,Клиент всегда мертв,Защитник,C.S.I.: Майами,Американский папаша;actors_usa/1334
18916;Нил Макдона;https://www.kinopoisk.ru/name/23437;Актер,Продюсер,Сценарист;157, 1988 — 2024;Спасатель,Неугасающий,Особое мнение,Три желания,Звездный путь: Первый контакт,Братья по оружию,Пропавший,Проект «Синяя книга»,Город гангстеров,Заколдованное королевство;actors_usa/18916
24054;Талия Шайр;https://www.kinopoisk.ru/name/33823;Актриса,Продюсер,Режиссер;109, 1968 — 2023;Рокки,Крестный отец 3,Рокки 2,Рокки 3,Рокки 4,Крестный отец: Новелла для телевидения,Королевство,Биография,Изящный цветок,Грейс и Фрэнки;actors_usa/24054
35678;Мелисса Клэйтон;https://www.kinopoisk.ru/name/112424;Актриса;17, 1985 — 1996;Чудесные годы,Сумеречная зона,Полный дом ,Доктор Куин: Женщина-врач;actors_usa/35678
50675;Джеральд Гарнер;https://www.kinopoisk.ru/name/225093;Актер,Продюсер;53, 2002 — 2018;Мыслить как преступник,Морская полиция: Спецотдел,Дефективный детектив,Элай Стоун;actors_usa/50675
16275;Марисса Менденхолл;https://www.kinopoisk.ru/name/153282;Актриса;14, 1977 — 1987;Диснейленд;actors_usa/16275
39426;Машин Ган Келли;https://www.kinopoisk.ru/name/2786350;Актер,Композитор,Режиссер,Продюсер,Сценарист,Монтажер;174, 2005 — 2023;Компромат,Король Стейтен-Айленда,Взрослеть на полную,Гастролёры;actors_usa/39426
58406;Лоуренс Тирни;https://www.kinopoisk.ru/name/66421;Актер;103, 1943 — 2016;Бешеные псы,Голый пистолет,Глория,Скорая помощь,Звездный путь: Следующее поколение,Сайнфелд,Звездный путь: Дальний космос 9,Ремингтон Стил;actors_usa/58406
13712;Скаут Уиллис;https://www.kinopoisk.ru/name/126;Актриса;7, 1995 — 2021;Алая буква;actors_usa/13712
26750;Брэндон Т. Джексон;https://www.kinopoisk.ru/name/642;Актер,Продюсер,Сценарист;75, 1992 — 2019;Конь БоДжек,Блудливая Калифорния,Воспитывая Хоуп,Американский папаша,Проект Зета;actors_usa/26750
29335;Джулиан Александер;https://www.kinopoisk.ru/name/2710314;Актер,Продюсер,Сценарист;18, 1999 — 2020;Полиция Чикаго,Закон и порядок. Специальный корпус,Чёрный список,Личная жизнь,Голубая кровь;actors_usa/29335
43067;Зои Паркер;https://www.kinopoisk.ru/name/4566836;Актриса;11, 2003 — 2018;;actors_usa/43067
21424;Дженнифер Скай;https://www.kinopoisk.ru/name/2261;Актриса;27, 1993 — 2016;Коломбо нравится ночная жизнь,C.S.I. Место преступления,Подводная Одиссея,Зачарованные,C.S.I.: Майами,Зена — королева воинов;actors_usa/21424
31993;Кристин Дивайн;https://www.kinopoisk.ru/name/73796;Актриса;17, 1992 — 2020;День независимости,Плутовство,Исчезновение Сидни Холла,Кабельщик,Побег,Американская история ужасов,24 часа,Шериф;actors_usa/31993
6135;Люси Лью;https://www.kinopoisk.ru/name/21979;Актриса,Режиссер,Продюсер;211, 1969 — 2024;Убить Билла: Кровавое дело целиком,Счастливое число Слевина,Убить Билла,Расплата,Шанхайский полдень,Почему женщины убивают,Элементарно,Элли МакБил,Saturday Night Live,Секретные материалы;actors_usa/6135
54398;Майкл Селлерс;https://www.kinopoisk.ru/name/1058023;Монтажер,Продюсер,Режиссер,Сценарист,Оператор;8, 1996 — 2018;;actors_usa/54398
11245;Дженнифер Эль;https://www.kinopoisk.ru/name/27577;Актриса;81, 1991 — 2023;Вкус солнечного света,Уайльд,Игры разумов,Дорога в рай,Король говорит!,Гордость и предубеждение,Одаренный,1923,Хорошая борьба,Чёрный список;actors_usa/11245
8733;Катя Певек;https://www.kinopoisk.ru/name/466505;Актриса;13, 2002 — 2013;На крючке,Без следа,Три реки;actors_usa/8733
1342;Бобби Коулмэн;https://www.kinopoisk.ru/name/656511;Актер;20, 2003 — 2021;Последняя песня,Дитя с Марса,Снеговики,Поверхность,Рыцарь дорог,Медиум,Частная практика,В простом виде;actors_usa/1342
46712;Адам Умхоефер;https://www.kinopoisk.ru/name/3432001;;2;;actors_usa/46712
18919;Lisa Marie Sturdevant;https://www.kinopoisk.ru/name/1314023;Актриса;5, 2000 — 2007;;actors_usa/18919
3696;Кристофер Уоттерс;https://www.kinopoisk.ru/name/1141069;Актер,Оператор,Сценарист,Композитор,Монтажер;13, 2002 — 2010;CSI: Место преступления Нью-Йорк,C.S.I.: Майами;actors_usa/3696
24062;Анджелина Валентайн;https://www.kinopoisk.ru/name/2573469;Актриса;65, 2001 — 2018;Училки;actors_usa/24062
35713;Ясмин Блит;https://www.kinopoisk.ru/name/27946;Актриса;51, 1968 — 2023;Детектив Нэш Бриджес,Парень познает мир,Голова Германа;actors_usa/35713
50680;Пол Фаренкопф;https://www.kinopoisk.ru/name/1083884;Актер,Продюсер;47, 1976 — 2018;;actors_usa/50680
58409;Кейси Кейн;https://www.kinopoisk.ru/name/1301557;Актер;21, 2014 — 2015;;actors_usa/58409
39441;Хио Миядзава;https://www.kinopoisk.ru/name/5537554;Актер;16, 2015 — 2023;Каждой тебе, что я раньше любил,Единственному мне, кто тебя любил;actors_usa/39441
16288;Дэвид О. Расселл;https://www.kinopoisk.ru/name/21035;Режиссер,Сценарист,Продюсер,Актер,Монтажер;53, 1987 — 2022;Боец,Мой парень — псих,Три короля,Адаптация;actors_usa/16288
13718;Аннетт Бенинг;https://www.kinopoisk.ru/name/13661;Актриса,Продюсер;148, 1984 — 2024;Красота по-американски,Вальмон,Сама жизнь,Мать и дитя,Ричард III,Сопрано,Полиция Майами: Отдел нравов;actors_usa/13718
26752;Амелия Хайнл;https://www.kinopoisk.ru/name/27410;Актриса;23, 1973 — 2010;Чистилище,C.S.I.: Майами,Говорящая с призраками;actors_usa/26752
43076;Энди Уорхол;https://www.kinopoisk.ru/name/28085;Режиссер,Продюсер,Актер,Оператор,Сценарист,Монтажер;219, 1963 — 2022;Saturday Night Live;actors_usa/43076
21437;Джастин Райт;https://www.kinopoisk.ru/name/1631766;Сценарист;3, 2008 — 2012;Коллекция короткометражных мультфильмов Pixar: Том 2,Мультачки: Байки Мэтра;actors_usa/21437
31994;Люк Исикава Плоуден;https://www.kinopoisk.ru/name/6310811;Актер;8, 2020 — 2022;Цветочки после ягодок;actors_usa/31994
29338;Брайан Гринберг;https://www.kinopoisk.ru/name/65323;Актер,Продюсер,Режиссер,Сценарист;54, 1990 — 2024;Секс по дружбе,Как это делается в Америке,Сопрано,Третья смена,Холм одного дерева,Бостонская школа;actors_usa/29338
6150;Баг Холл;https://www.kinopoisk.ru/name/56456;Актер,Сценарист,Продюсер;56, 1994 — 2021;Маленькие негодяи,Геркулес,Харли и братья Дэвидсон,Мыслить как преступник,Касл,C.S.I. Место преступления,Зачарованные;actors_usa/6150
54403;Эдвард Херрманн;https://www.kinopoisk.ru/name/8075;Актер;169, 1971 — 2021;За бортом,Джеймс Дин,Императорский клуб,Большой бизнес,Рождественские апельсины,Девочки Гилмор,Как я встретил вашу маму,Чёртова служба в госпитале Мэш,Анатомия страсти,Хорошая жена;actors_usa/54403
8735;Шейн Уэст;https://www.kinopoisk.ru/name/14850;Актер,Продюсер;70, 1992 — 2023;Спеши любить,Высоты свободы,Время танцевать,Никита,Скорая помощь,Параллельные миры,Готэм,Парень познает мир;actors_usa/8735
46714;Венди Мониз;https://www.kinopoisk.ru/name/927919;Актриса;22, 1990 — 2021;Защитник,Измена,Йеллоустоун,Карточный домик,Сорвиголова;actors_usa/46714
11265;Лара Флинн Бойл;https://www.kinopoisk.ru/name/39227;Актриса,Продюсер;94, 1981 — 2023;Есть мечты – будут и путешествия,Люди в черном 2,Младенец на прогулке, или Ползком от гангстеров,Счастье,Трое,Твин Пикс,Практика,Лас Вегас,Развлечения сегодня вечером,Закон и порядок;actors_usa/11265
1354;Морган Фриман;https://www.kinopoisk.ru/name/6750;Актер,Продюсер,Режиссер;379, 1964 — 2024;Побег из Шоушенка,Семь,Счастливое число Слевина,Малышка на миллион,Пока не сыграл в ящик,Discovery: Сквозь пространство и время с Морганом Фрименом,Истории о Боге с Морганом Фриманом,Метод Комински,Сумеречная зона,Спецназ: Львица;actors_usa/1354
18932;Джун Скуибб;https://www.kinopoisk.ru/name/38569;Актриса,Продюсер;115, 1970 — 2024;Небраска,О Шмидте,Палмер,Запах женщины,Знакомьтесь, Джо Блэк,Доктор Хаус,Бесстыжие,Теория большого взрыва,Американская семейка,Анатомия страсти;actors_usa/18932
35731;Грейс Гаммер;https://www.kinopoisk.ru/name/1816809;Актриса;31, 1993 — 2022;Дом духов,Милая Фрэнсис,Мистер Робот,Служба новостей,Американская история ужасов,Жизнь как шоу,Плохой доктор;actors_usa/35731
24067;Зои Скай;https://www.kinopoisk.ru/name/5187113;Актриса;16, 2006 — 2020;;actors_usa/24067
3707;Дон Хенли;https://www.kinopoisk.ru/name/188747;Актер,Композитор,Сценарист,Продюсер;49, 1984 — 2022;Журнал мод;actors_usa/3707
50695;Khia;https://www.kinopoisk.ru/name/1721612;Актриса,Сценарист,Композитор,Режиссер,Продюсер;6, 2002 — 2018;;actors_usa/50695
58416;Мелисса Падрон;https://www.kinopoisk.ru/name/1347768;Актриса;3, 1973 — 2000;;actors_usa/58416
39445;Дэниэл Хенни;https://www.kinopoisk.ru/name/1306761;Актер;41, 2005 — 2024;Кооперация 2: Интернэшнл,Соблазнение мистера Совершенство,Люди Икс: Начало. Росомаха,Пропавшая без вести,Город героев,Мыслить как преступник,Беглец: План Б,Меня зовут Ким Сам-сун,Три реки,Гавайи 5.0;actors_usa/39445
13737;Рэйчел Майнер;https://www.kinopoisk.ru/name/52192;Актриса,Продюсер;61, 1987 — 2019;Генри Фул,Онлайн-геймер,Блудливая Калифорния,Сверхъестественное,Сыны анархии,Секс в большом городе;actors_usa/13737
16291;Рарри Раунд;https://www.kinopoisk.ru/name/5212223;Актриса;13, 2000 — 2020;;actors_usa/16291
43129;Джейк Кэздан;https://www.kinopoisk.ru/name/36994;Продюсер,Режиссер,Актер,Сценарист;46, 1983 — 2024;Хулиганы и ботаны,Новенькая,Трудности ассимиляции,Молодой Скала,Блудливая Калифорния;actors_usa/43129
21439;Дэвид Литч;https://www.kinopoisk.ru/name/3231;Актер,Продюсер,Режиссер,Сценарист;59, 1993 — 2024;Быстрее пули,Дэдпул 2,Никто,Джон Уик 2,«V» значит Вендетта,Зачарованные,Китайский городовой;actors_usa/21439
31999;Рэйчел Мэттьюз;https://www.kinopoisk.ru/name/4296556;Актриса,Продюсер;16, 2017 — 2024;Холодное сердце 2,В поисках Аляски;actors_usa/31999
