id;name;link;specialization;films_years;description;path_to_folder
20339;Мэрлин Ханолд;https://www.kinopoisk.ru/name/191987;Актриса;22, 1950 — 2020;Моя жена меня приворожила;actors_usa/20339
22896;Джессика Ст. Клэр;https://www.kinopoisk.ru/name/583182;Актриса,Продюсер,Сценарист,Режиссер;88, 2000 — 2023;Жизнь, как она есть,Простые сложности,Худшая неделя моей жизни,Обзор,Любовь кусается,Офис,Ближе некуда;actors_usa/22896
25669;Джонатан Грофф;https://www.kinopoisk.ru/name/1452349;Актер,Продюсер;82, 1989 — 2025;Гамильтон,В поиске — фильм-прощание,Обыкновенное сердце,Снайпер,Коллекция короткометражных мультфильмов Disney,Охотник за разумом,В поиске,Хорошая жена,Хор,Босс;actors_usa/25669
5112;Меган Рейн;https://www.kinopoisk.ru/name/4071971;Актриса;54, 2001 — 2017;;actors_usa/5112
48924;Дж.Т. Уолш;https://www.kinopoisk.ru/name/64477;Актер;76, 1970 — 1999;Отточенное лезвие,Доброе утро, Вьетнам,Чудо на 34-й улице,Снайпер,Авария,Темные небеса,Секретные материалы,Лоис и Кларк: Новые приключения Супермена;actors_usa/48924
56651;Гэвин Лезервуд;https://www.kinopoisk.ru/name/4563788;Актер;23, 2003 — 2024;Морская полиция: Спецотдел,Сексуальная жизнь студенток,Леденящие душу приключения Сабрины;actors_usa/56651
37687;Рутина Уэсли;https://www.kinopoisk.ru/name/1114888;Актриса,Продюсер;38, 2005 — 2023;Капля настоящей крови,Настоящая кровь,Ганнибал,Ходячие мертвецы,Одни из нас;actors_usa/37687
17799;Джоэль Шмидт;https://www.kinopoisk.ru/name/583956;Актер;9, 2003 — 2010;;actors_usa/17799
28094;Седрик «Развлекатель»;https://www.kinopoisk.ru/name/13390;Актер,Продюсер,Сценарист,Режиссер;208, 1992 — 2024;Кадиллак Рекордс,Короли улиц,Лемони Сникет: 33 несчастья,Ледниковый период,Мадагаскар,Власть в ночном городе,Мастер не на все руки,Две девицы на мели,Красотки в Кливленде,Гетто;actors_usa/28094
301;Аманда Саккоманно;https://www.kinopoisk.ru/name/4141892;Актриса;45, 1993 — 2022;WWE RAW,WWE SmackDown;actors_usa/301
15174;Иллиана Даглас;https://www.kinopoisk.ru/name/2798;Актриса,Продюсер,Сценарист,Режиссер,Композитор;162, 1987 — 2023;Крестная мать,Послание в бутылке,Призрачный мир,Славные парни,Выжить,Симпсоны,Американская семейка,Красавцы,Анатомия страсти,Сайнфелд;actors_usa/15174
7657;Элиза Душку;https://www.kinopoisk.ru/name/5;Актриса,Продюсер;105, 1992 — 2018;Прощание,Жизнь этого парня,Та ночь,Джей и Молчаливый Боб наносят ответный удар,Правдивая ложь,Вернуть из мертвых,Кукольный дом,Теория большого взрыва,Белый воротничок,Банши;actors_usa/7657
2656;Кайл Анфаг;https://www.kinopoisk.ru/name/4762075;Актриса,Продюсер;3, 2001 — 2003;;actors_usa/2656
33955;Кип Нолл;https://www.kinopoisk.ru/name/490797;Актер;3, 1981 — 1982;;actors_usa/33955
41518;Ивэн Джонс;https://www.kinopoisk.ru/name/40981;Актер;65, 1993 — 2020;Игра по чужим правилам,8 миля,Экспресс: История легенды спорта Эрни Дэвиса,Стражи Галактики. Часть 2,Выстрел в пустоту,Гудини,Доктор Хаус,Скорая помощь,Мыслить как преступник,Новая Жанна Д`Арк;actors_usa/41518
30923;Отем Ризер;https://www.kinopoisk.ru/name/453959;Актриса,Продюсер,Режиссер;82, 1995 — 2023;Чудо на Гудзоне,Соседка,О.С. — Одинокие сердца,Живая мишень,Необычная семья,Отчаянные меры,Красавцы;actors_usa/30923
10165;Киген Бёрнс;https://www.kinopoisk.ru/name/2716636;Актер;6, 2011 — 2012;;actors_usa/10165
12689;Уильям Кэтт;https://www.kinopoisk.ru/name/29027;Актер,Режиссер,Сценарист,Продюсер;147, 1955 — 2021;Кэрри,Человек с Земли,Доктор Хаус,Чёртова служба в госпитале Мэш,Герои,Альфред Хичкок представляет,4исла;actors_usa/12689
45041;Ник Валленда;https://www.kinopoisk.ru/name/2869904;Продюсер,Актер;19, 2013 — 2019;;actors_usa/45041
20350;Алан Ричсон;https://www.kinopoisk.ru/name/972478;Актер,Продюсер,Режиссер,Сценарист;58, 2001 — 2024;Голодные игры: И вспыхнет пламя,Реальные пацаны,Джек Ричер,Кровавая езда,Черное зеркало,Бруклин 9-9;actors_usa/20350
25671;Брайан Николас;https://www.kinopoisk.ru/name/1522145;Актер,Сценарист,Продюсер;7, 2005 — 2017;11.22.63;actors_usa/25671
5119;Рема Марвэнн;https://www.kinopoisk.ru/name/2590763;Актриса;3, 2011 — 2011;;actors_usa/5119
48944;Одри Битони;https://www.kinopoisk.ru/name/1240088;Актриса;71, 2001 — 2013;;actors_usa/48944
56662;Артур Годфри;https://www.kinopoisk.ru/name/176473;Актер,Сценарист,Продюсер;42, 1951 — 2008;;actors_usa/56662
37700;Джон Исдэйл;https://www.kinopoisk.ru/name/623229;;1;;actors_usa/37700
52710;Ховард Хоукс;https://www.kinopoisk.ru/name/160426;Режиссер,Продюсер,Сценарист,Монтажер;76, 1923 — 2017;Лицо со шрамом,Лицо со шрамом,Джентльмены предпочитают блондинок,Воспитание Крошки,Вождь краснокожих и другие;actors_usa/52710
22900;Крис Пенн;https://www.kinopoisk.ru/name/34283;Актер,Продюсер,Режиссер,Сценарист;81, 1979 — 2018;Бешеные псы,Лучшие из лучших,Детектор лжи,Свободные,Вонг Фу, с благодарностью за всё! Джули Ньюмар,Красавцы,Любовь вдовца,C.S.I.: Майами,Закон и порядок. Преступное намерение,Уилл и Грейс;actors_usa/22900
17807;Раким Мэйерс;https://www.kinopoisk.ru/name/3073152;Актер,Композитор,Режиссер,Сценарист,Продюсер;81, 2005 — 2022;;actors_usa/17807
28096;Джеймс Уорти;https://www.kinopoisk.ru/name/1216587;Актер,Продюсер;27, 1984 — 2022;Звездный путь: Следующее поколение;actors_usa/28096
2661;Майкл Дуглас;https://www.kinopoisk.ru/name/10094;Актер,Продюсер,Режиссер;322, 1965 — 2024;Пролетая над гнездом кукушки,Игра,Без лица,Основной инстинкт,Роман с камнем,Метод Комински,Улицы Сан Франциско,Рэтчед,Saturday Night Live,Финес и Ферб;actors_usa/2661
15176;Тройэн Эвери Беллисарио;https://www.kinopoisk.ru/name/71733;Актриса,Сценарист,Продюсер,Режиссер;64, 1988 — 2023;Куда ты пропала, Бернадетт?,Милые обманщицы,План Б,Приятные хлопоты,Форс-мажоры,Квантовый скачок;actors_usa/15176
7678;Джессика Лэнг;https://www.kinopoisk.ru/name/21171;Актриса,Продюсер;135, 1976 — 2024;Крупная рыба,Тутси,Фрэнсис,Весь этот джаз,Клятва,Хорас и Пит,Американская история ужасов,Вражда,Политик;actors_usa/7678
33960;Кэтлин Куинлэн;https://www.kinopoisk.ru/name/33258;Актриса,Режиссер,Продюсер;126, 1967 — 2024;Луговые собачки,Авария,Зевс и Роксана,Аполлон 13,The Doors,Альфред Хичкок представляет,Доктор Хаус,Побег,Как избежать наказания за убийство,Чикаго в огне;actors_usa/33960
